Time,Search Query
2023/08/30 18:58:27 UTC,eduardo ariel cardoso
2023/09/22 20:33:06 UTC,comparto mi cv
2023/10/11 20:30:21 UTC,Senior Quality Assurance Tester
2023/10/09 20:36:24 UTC,recursos humanos
2023/09/14 19:58:14 UTC,4moms
2023/09/29 20:39:24 UTC,Cosys Global | Grupo KELSOFT
2023/09/13 19:22:40 UTC,cosys global | grupo kelsoft
2023/10/11 19:47:28 UTC,technical recruiter
2023/09/14 19:50:26 UTC,busqueda empleo
2023/10/10 20:37:53 UTC,tester / qa 
2023/09/27 20:53:04 UTC,trabajo remoto / home office / tele trabajo / trabajofeliz / nómade digital
2023/10/02 20:28:22 UTC,recursos humanos
2023/09/27 20:57:35 UTC,cv
2023/10/11 20:43:36 UTC,analista qa
2023/10/02 20:02:23 UTC,technical recruiter
2023/10/05 20:17:13 UTC,human resources
2023/10/02 20:13:26 UTC,recruiter
2023/09/05 20:35:33 UTC,busqueda laboral
2023/09/18 19:40:04 UTC,#opentowork
2023/09/14 19:49:56 UTC,busqueda empleo
2023/10/09 19:56:29 UTC,Buenas Practicas de Recursos Humanos
2023/09/05 20:28:04 UTC,home office
2023/10/02 20:38:13 UTC,rrhh
2023/09/11 19:40:07 UTC,Ingeniero de software
2023/10/02 20:02:23 UTC,technical recruiter
2023/09/14 19:49:46 UTC,oferta laboral
2023/10/10 20:29:55 UTC,emprego ligado
2023/10/11 20:29:33 UTC,tester qa
2023/09/27 20:56:58 UTC,it 
2023/10/10 20:53:51 UTC,cegid
2023/10/09 19:54:44 UTC,recruiter
2023/10/10 20:38:02 UTC,tester / qa 
2023/10/12 20:40:31 UTC,analista qa
2023/08/31 19:16:06 UTC,diego martin ortino
2023/09/27 20:51:35 UTC,cosys global | grupo kelsoft
2023/10/02 20:04:50 UTC,recruiter
2023/09/18 19:39:33 UTC,#opentowork
2023/10/11 20:21:31 UTC,tester / qa
2023/10/04 19:23:08 UTC,it recruiter
2023/10/02 20:28:21 UTC,recursos humanos
2023/10/02 19:18:38 UTC,cv
2023/10/10 20:58:18 UTC,recursos humanos
2023/10/02 20:04:57 UTC,recruiter
2023/09/05 20:27:31 UTC,home office
2023/08/31 19:55:42 UTC,desarrollador
2023/10/11 20:28:51 UTC,tester / qa
2023/10/11 20:29:16 UTC,tester / qa
2023/10/09 20:50:07 UTC,recursos humanos
2023/10/04 18:44:56 UTC,cv
2023/10/11 20:53:52 UTC,analista qa
2023/10/02 19:42:10 UTC,recruiter
2023/10/11 20:49:14 UTC,director
2023/10/12 20:39:26 UTC,tester / qa
2023/09/08 18:45:46 UTC,maria del carmen nicole fernández
2023/09/14 19:58:56 UTC,openworks
2023/09/18 19:37:58 UTC,vacante
2023/10/05 18:44:37 UTC,cv
2023/09/14 19:54:48 UTC,vacante laboral
2023/10/12 20:38:58 UTC,analista qa
2023/09/07 20:01:22 UTC,busqueda trabajo
2023/10/02 20:38:14 UTC,rrhh
2023/10/05 20:17:05 UTC,human resources
2023/10/03 19:37:50 UTC,rrhh
2023/10/09 19:59:48 UTC,recursos humanos
2023/09/27 20:58:45 UTC,cv
2023/09/14 20:06:25 UTC,Ingeniero de software
2023/09/05 19:57:32 UTC,empleoit
2023/10/02 20:13:30 UTC,RRHH
2023/10/02 20:37:21 UTC,rrhh
2023/10/10 20:36:49 UTC,qa tester argentina
2023/10/09 20:30:16 UTC,recursos humanos
2023/09/26 20:49:03 UTC,comparto mi cv
2023/10/03 19:21:17 UTC,technical recruiter
2023/09/07 20:01:08 UTC,busqueda trabajo
2023/09/08 18:50:58 UTC,busqueda trabajo
2023/10/10 20:43:50 UTC,Senior Quality Assurance Tester
2023/09/27 20:26:57 UTC,Cosys Global | Grupo KELSOFT
2023/10/11 20:22:00 UTC,technical recruiter
2023/10/12 20:26:47 UTC,recursos humanos
2023/10/10 20:15:20 UTC,technical recruiter
2023/09/11 19:59:10 UTC,busqueda laboral
2023/09/28 20:14:58 UTC,cv
2023/09/29 20:48:54 UTC,Ingeniero de Cisco
2023/10/12 20:59:59 UTC,acciona it
2023/09/05 20:44:15 UTC,busqueda empleo
2023/09/28 20:15:00 UTC,comparto mi cv
2023/09/11 19:58:48 UTC,busqueda laboral
2023/10/02 20:28:13 UTC,recursos humanos
2023/10/12 20:26:48 UTC,analista e-commerce
2023/10/02 19:45:13 UTC,recruiter
2023/10/11 20:40:13 UTC,analista qa
2023/09/26 20:44:50 UTC,comparto mi cv
2023/09/18 19:38:31 UTC,#opentowork. en busqueda activa de empleo y en transicion profesional.
2023/09/27 20:57:25 UTC,it 
2023/09/04 19:00:03 UTC,cosys global | grupo kelsoft
2023/10/11 20:29:44 UTC,qa tester
2023/09/22 20:29:43 UTC,comparto web
2023/09/27 20:32:25 UTC,comparto mi cv
2023/10/10 20:15:57 UTC,technical recruiter
2023/10/10 20:57:29 UTC,pow.
2023/10/11 20:29:17 UTC,tester / qa
2023/10/12 20:15:19 UTC,Cosys Global | Grupo KELSOFT
2023/10/02 20:04:02 UTC,technical recruiter
2023/09/29 20:39:26 UTC,Cosys Global | Grupo KELSOFT
2023/10/10 20:32:53 UTC,qa tester argentina
2023/10/10 20:37:55 UTC,tester / qa 
2023/09/21 20:51:11 UTC,tamara omelaniuk
2023/10/12 20:26:47 UTC,tester / qa
2023/10/10 20:21:51 UTC,director
2023/10/02 19:54:31 UTC,talent acquisition
2023/10/10 19:48:59 UTC,Cosys Global | Grupo KELSOFT
2023/08/31 19:54:29 UTC,project manager
2023/10/03 19:25:42 UTC,technical recruiter
2023/09/27 20:59:44 UTC,cv
2023/08/31 19:54:37 UTC,desarrollador
2023/09/27 20:28:08 UTC,comparto mi cv
2023/10/04 19:23:11 UTC,it recruiter
2023/09/21 20:51:08 UTC,tamara omelaniuk
2023/10/05 19:08:59 UTC,analista de tecnologia
2023/10/12 20:58:52 UTC,Analista QA
2023/09/22 20:50:10 UTC,Ingeniero de software
2023/10/10 20:15:29 UTC,tester qa
2023/09/28 20:41:46 UTC,cv
2023/10/11 20:22:00 UTC,tester qa
2023/09/05 20:39:48 UTC,busqueda empleo
2023/09/08 18:29:15 UTC,cosys global | grupo kelsoft
2023/09/14 19:54:46 UTC,vacante laboral
2023/10/09 20:18:38 UTC,"★ OFERTAS LABORALES, EMPLEOS y BOLSA DE TRABAJO - MEXICO, ARGENTINA, CHILE, PERU, COLOMBIA y ECUADOR"
2023/10/10 20:17:20 UTC,tester qa
2023/10/11 20:52:12 UTC,recursos humanos
2023/09/07 19:39:11 UTC,cosys global | grupo kelsoft
2023/10/09 20:01:30 UTC,recursos humanos
2023/08/30 18:58:27 UTC,empleos petroleros
2023/09/15 19:55:19 UTC,it school - educación técnica | grupo kelsoft
2023/10/09 20:17:14 UTC,Tendencias de Recursos Humanos en Latinoamérica
2023/10/10 20:39:56 UTC,Analista de aseguramiento de la calidad de software
2023/09/29 20:39:40 UTC,Ingeniero de software
2023/09/15 19:55:01 UTC,grupo kelsoft | netkel consulting
2023/09/28 20:37:59 UTC,cv
2023/09/08 18:53:59 UTC,busqueda laboral
2023/09/08 18:45:43 UTC,eva romero martinez
2023/10/03 19:20:59 UTC,Cosys Global | Grupo KELSOFT
2023/08/29 20:15:38 UTC,it
2023/09/27 20:28:18 UTC,comparto mi cv
2023/09/27 20:28:06 UTC,comparto mi cv
2023/10/05 20:20:18 UTC,recruiter
2023/10/11 20:22:00 UTC,tester / qa
2023/09/28 20:42:07 UTC,cv
2023/09/22 20:52:36 UTC,Ingeniero de software
2023/10/11 20:40:20 UTC,analista qa
2023/10/10 20:32:46 UTC,qa tester argentina
2023/09/26 20:55:38 UTC,Cosys Global | Grupo KELSOFT
2023/10/03 20:31:16 UTC,recursos humanos
2023/10/11 20:55:24 UTC,director
2023/09/28 20:37:13 UTC,bolsa de empleos honduras
2023/09/28 20:37:46 UTC,bolsa de empleo argentina
2023/09/08 18:29:20 UTC,cosys global | grupo kelsoft
2023/10/02 20:02:24 UTC,technical recruiter
2023/09/27 20:53:04 UTC,daiana romano
2023/10/12 20:26:47 UTC,tester qa
2023/10/02 20:02:30 UTC,technical recruiter
2023/10/09 19:57:58 UTC,recursos humanos
2023/09/07 20:00:23 UTC,busqueda empleo
2023/10/02 19:22:15 UTC,cv
2023/09/14 19:50:02 UTC,busqueda empleo
2023/10/11 20:14:06 UTC,Cosys Global | Grupo KELSOFT
2023/10/11 20:52:12 UTC,technical recruiter
2023/09/18 19:39:30 UTC,#opentowork
2023/09/26 20:44:48 UTC,comparto mi cv
2023/10/09 20:30:37 UTC,recursos humanos
2023/10/12 20:29:03 UTC,Analista de TI
2023/09/14 19:49:33 UTC,empleo laboral
2023/10/09 20:00:11 UTC,Recursos Humanos  - MEXICO
2023/10/11 20:28:52 UTC,tester / qa
2023/10/10 20:18:07 UTC,raona
2023/10/10 20:15:22 UTC,magdalena teste
2023/09/21 20:51:08 UTC,it school - educación técnica | grupo kelsoft
2023/09/11 19:56:24 UTC,busqueda laboral
2023/10/12 20:40:31 UTC,tester / qa
2023/10/05 18:46:07 UTC,cv
2023/10/11 20:39:15 UTC,qa tester
2023/09/13 19:19:12 UTC,busqueda empleo
2023/10/10 20:44:34 UTC,tester qa
2023/09/14 20:05:39 UTC,buscando trabajo
2023/10/02 19:59:42 UTC,technical recruiter
2023/09/05 20:27:21 UTC,mercado libre
2023/10/11 20:22:00 UTC,tester / qa
2023/09/14 20:03:08 UTC,vacante
2023/10/02 19:39:37 UTC,recruiter
2023/10/10 20:16:32 UTC,tester qa
2023/10/02 19:39:31 UTC,recruhack academy
2023/10/09 19:38:31 UTC,recursos humanos
2023/10/11 20:43:50 UTC,technical recruiter
2023/10/09 19:55:47 UTC,recursos humanos
2023/09/28 20:43:53 UTC,cv
2023/08/31 20:21:57 UTC,eduardo ariel cardoso
2023/09/11 20:00:03 UTC,busqueda laboral
2023/10/03 19:21:01 UTC,Cosys Global | Grupo KELSOFT
2023/10/09 20:45:40 UTC,recursos humanos
2023/10/11 20:53:52 UTC,tester qa
2023/10/12 20:39:26 UTC,tester qa
2023/09/18 19:38:01 UTC,vacante
2023/10/10 20:57:58 UTC,director
2023/10/03 19:22:10 UTC,Administrador de base de datos
2023/10/12 20:44:17 UTC,director
2023/09/14 19:58:36 UTC,openworks
2023/09/14 19:59:09 UTC,openworks
2023/10/02 20:37:26 UTC,rrhh
2023/10/11 20:53:52 UTC,technical recruiter
2023/10/10 20:18:07 UTC,raona
2023/09/15 19:33:53 UTC,Cosys Global | Grupo KELSOFT
2023/10/05 20:17:15 UTC,human resources
2023/10/03 19:24:57 UTC,Ingeniero de software
2023/10/03 19:24:05 UTC,technical recruiter
2023/10/11 20:53:52 UTC,recursos humanos
2023/09/14 20:02:38 UTC,trabajo
2023/08/31 20:16:04 UTC,empleoit
2023/09/22 20:29:42 UTC,compartir argentina
2023/08/31 20:14:51 UTC,empleoit
2023/09/27 20:53:06 UTC,remot
2023/10/10 20:15:45 UTC,tester qa
2023/10/10 20:15:38 UTC,tester qa
2023/09/14 19:49:50 UTC,oferta laboral
2023/10/12 20:44:34 UTC,director
2023/08/29 20:15:44 UTC,grupo kelsoft | netkel consulting
2023/10/05 19:08:58 UTC,analista de tecnologia
2023/09/28 20:41:17 UTC,cv
2023/09/11 20:01:31 UTC,busqueda laboral
2023/10/11 20:40:15 UTC,analista qa
2023/10/02 20:22:16 UTC,recursos humanos
2023/10/02 20:13:27 UTC,RRHH
2023/09/28 20:42:32 UTC,cv
2023/08/31 20:22:09 UTC,aprendiendo mundo it
2023/09/26 20:44:08 UTC,comparto mi cv
2023/10/03 19:24:05 UTC,recursos humanos
2023/10/10 20:15:38 UTC,tester qa
2023/09/13 19:22:37 UTC,Cosys Global | Grupo KELSOFT
2023/10/03 20:32:52 UTC,recursos humanos
2023/09/11 19:57:30 UTC,busqueda laboral
2023/09/07 20:00:19 UTC,busqueda empleo
2023/09/05 20:28:00 UTC,home office
2023/09/28 20:19:44 UTC,comparto mi cv
2023/09/05 20:26:52 UTC,analista e-commerce
2023/09/22 20:41:12 UTC,comparto mi cv
2023/10/09 20:30:42 UTC,Recursos Humanos em Tecnologia da Informação - Brasil
2023/10/10 20:57:28 UTC,pow.
2023/10/10 20:38:09 UTC,tester / qa 
2023/10/10 20:57:28 UTC,pow.
2023/10/05 20:10:03 UTC,recursos humanos
2023/08/29 20:15:45 UTC,eduardo ariel cardoso
2023/10/12 20:26:47 UTC,technical recruiter
2023/09/05 19:58:52 UTC,empleoit
2023/09/14 19:58:13 UTC,linkedin sales navigator
2023/10/12 20:59:58 UTC,acciona it
2023/10/10 20:16:31 UTC,tester qa
2023/10/11 20:53:52 UTC,tester / qa
2023/10/02 20:28:49 UTC,recursos humanos
2023/10/10 20:17:28 UTC,tester qa
2023/10/12 20:59:16 UTC,Analista de aseguramiento de la calidad de software
2023/08/30 18:58:27 UTC,emanuel martin sanchez
2023/08/31 20:22:12 UTC,aprendiendo mundo it
2023/08/31 19:54:49 UTC,desarrollador
2023/10/10 20:44:34 UTC,technical recruiter
2023/10/02 20:04:44 UTC,recruiter
2023/10/09 20:12:43 UTC,recursos humanos
2023/10/10 20:21:01 UTC,Analista de aseguramiento de la calidad de software
2023/10/05 19:08:40 UTC,analista en sistemas
2023/10/10 20:29:58 UTC,Emprego
2023/09/05 20:27:20 UTC,tomas muttis
2023/08/31 20:14:54 UTC,empleoit
2023/10/04 18:44:36 UTC,cv
2023/10/11 20:21:59 UTC,tester / qa
2023/10/10 20:37:45 UTC,tester / qa argentina
2023/09/13 19:18:21 UTC,busqueda laboral
2023/09/28 20:18:14 UTC,comparto mi cv
2023/10/09 20:01:56 UTC,Recursos Humanos Gestion Humana Talento Desarrollo Capital Humano RRHH Profesionales
2023/10/12 20:39:26 UTC,analista qa
2023/09/05 19:58:37 UTC,empleoit
2023/10/05 18:43:50 UTC,cv
2023/10/02 19:55:06 UTC,IT Recruiter
2023/10/05 20:20:20 UTC,recruiter
2023/09/28 20:37:45 UTC,bolsa de empleo argentina
2023/10/10 20:15:57 UTC,recursos humanos
2023/10/02 20:02:22 UTC,technical recruiter
2023/10/10 20:53:50 UTC,cegid
2023/10/11 20:53:51 UTC,analista qa
2023/09/27 20:28:17 UTC,comparto mi cv
2023/08/31 19:54:29 UTC,camila pinto
2023/10/10 20:17:12 UTC,tester qa
2023/10/12 20:39:46 UTC,tester qa
2023/08/31 20:21:51 UTC,nurse
2023/10/09 20:21:46 UTC,Recursos Humanos y Gestión del Talento
2024/01/02 19:27:42 UTC,aaludra technology solutions
2023/12/07 20:41:41 UTC,qa
2023/12/07 20:00:27 UTC,qa apprenticeships
2023/12/11 20:51:45 UTC,tester / qa
2024/01/02 19:27:44 UTC,anali fra
2023/12/11 20:25:21 UTC,qa
2023/12/20 20:04:31 UTC,desarrolladores ABAP Sr.
2023/12/12 20:50:35 UTC,desarrolladores ABAP Sr.
2023/12/21 19:02:40 UTC,ucrop.it
2023/12/07 20:02:17 UTC,webexport
2023/12/12 20:50:32 UTC,tester qa
2023/12/21 18:44:49 UTC,sheila honorio
2023/12/19 19:17:32 UTC,ventus 
2024/01/02 19:35:40 UTC,"""analista qa"""
2023/12/15 21:43:53 UTC,qa
2023/12/12 20:50:42 UTC,tester qa
2023/12/20 20:04:31 UTC,qa analyst
2023/12/04 20:49:02 UTC,WebExport
2023/12/18 18:57:48 UTC,qa
2023/12/11 20:59:54 UTC,tester / qa
2023/12/05 19:24:54 UTC,qa
2023/12/11 19:04:05 UTC,tester qa
2024/01/02 12:26:33 UTC,analista qa
2023/12/11 20:21:28 UTC,tester qa
2023/12/11 20:47:54 UTC,webexport
2023/12/15 21:43:53 UTC,tester qa
2023/12/21 18:46:55 UTC,andrea pisano
2023/12/11 20:02:58 UTC,tester qa
2023/12/20 18:47:15 UTC,analista qa
2023/12/11 20:05:28 UTC,WebExport
2023/12/14 20:22:49 UTC,qa analyst
2023/12/07 20:18:49 UTC,qa
2023/12/11 20:47:54 UTC,Consultor de SAP
2023/12/11 19:06:46 UTC,qa analyst
2023/12/18 12:21:10 UTC,tester qa
2023/12/05 19:15:40 UTC,qa analyst
2023/12/07 20:13:23 UTC,qa
2023/12/14 20:46:54 UTC,tester / qa
2023/12/07 20:39:40 UTC,WebExport
2023/12/18 18:57:50 UTC,tester / qa
2023/12/21 18:44:49 UTC,sheila honorio
2023/12/19 19:10:55 UTC,qa tester
2023/12/12 20:50:35 UTC,qa tester
2023/12/12 20:50:42 UTC,qa
2023/12/11 19:06:46 UTC,qa tester
2024/01/02 19:27:44 UTC,an consultora
2023/12/13 21:04:55 UTC,desarrolladores ABAP Sr.
2023/12/11 20:51:45 UTC,tester qa
2023/12/14 20:22:49 UTC,desarrolladores abap sr.
2023/12/11 19:04:00 UTC,tester qa
2023/12/07 20:39:35 UTC,tester / qa
2023/12/20 20:07:36 UTC,analista qa
2023/12/11 21:02:17 UTC,tester qa
2023/12/07 20:39:39 UTC,tester / qa
2023/12/18 18:57:48 UTC,qa analyst
2023/12/14 20:37:29 UTC,tester qa
2024/01/02 20:40:44 UTC,Analista de comercio electrónico
2023/12/14 20:22:49 UTC,tester / qa
2023/12/12 20:50:42 UTC,tester / qa
2024/01/02 19:27:40 UTC,~ ana clara ferrari
2023/12/05 20:41:59 UTC,qa analyst
2023/12/14 20:27:14 UTC,desarrolladores ABAP Sr.
2023/12/11 19:06:45 UTC,webexport
2023/10/18 21:27:33 UTC,cosys global | grupo kelsoft
2023/10/26 19:02:42 UTC,qa tester
2023/11/06 20:22:44 UTC,comparto cv
2023/11/15 20:41:00 UTC,cider sa
2023/10/30 21:01:31 UTC,comparto cv
2023/11/28 17:34:50 UTC,rapiboy
2023/10/25 20:25:19 UTC,analista qa
2023/11/22 20:53:10 UTC,webexport
2023/11/28 19:53:58 UTC,recursos humanos
2023/10/26 19:08:01 UTC,Summa Solutions
2023/11/01 20:01:18 UTC,Hidalgo y Asociados
2023/11/21 21:09:22 UTC,qa tester
2023/10/19 21:18:15 UTC,comparto cv
2023/11/01 20:38:38 UTC,Cider SA
2023/11/27 20:56:58 UTC,WebExport
2023/11/16 19:59:38 UTC,qa
2023/11/22 19:21:58 UTC,qa
2023/10/23 20:38:14 UTC,prex
2023/11/16 19:59:38 UTC,qa tester
2023/10/30 20:50:19 UTC,cosys global | grupo kelsoft
2023/11/29 20:11:17 UTC,fabricio micolini
2023/11/30 22:21:07 UTC,fabricio micolini
2023/10/20 19:47:22 UTC,director
2023/11/01 19:35:01 UTC,Secretaría de Innovación y Transformación Digital
2023/11/21 21:09:22 UTC,qa
2023/11/30 20:17:38 UTC,qa analyst
2023/11/23 20:57:21 UTC,comparto cv
2023/11/28 17:38:04 UTC,neuralsoft
2023/11/24 19:42:04 UTC,compudev
2023/11/15 18:25:29 UTC,qa tester
2023/11/13 20:55:20 UTC,tester / qa argentina
2023/11/22 19:07:01 UTC,Istorming Consultoría IT
2023/10/30 19:48:20 UTC,huenei it services
2023/10/31 15:37:24 UTC,analista qa
2023/11/21 19:18:40 UTC,qa tester
2023/10/24 20:36:52 UTC,Crearerh
2023/11/29 20:05:50 UTC,qa tester
2023/11/30 20:38:34 UTC,qa analyst
2023/11/29 19:57:14 UTC,Ingeniero de software
2023/11/28 18:21:35 UTC,WebExport
2023/11/02 20:26:33 UTC,Lenox
2023/11/09 20:07:18 UTC,WITBOR ARGENTINA
2023/11/08 20:12:45 UTC,tester / qa argentina
2023/11/23 20:57:22 UTC,comparto cv
2023/10/25 20:39:37 UTC,asj servicios
2023/11/15 20:52:36 UTC,comparto cv
2023/11/28 19:16:40 UTC,qa
2023/11/21 19:14:28 UTC,qa tester
2023/11/21 19:03:34 UTC,qa
2023/11/21 21:02:12 UTC,Cognizant Technology Solutions
2023/11/16 20:00:58 UTC,qa tester
2023/10/20 20:45:45 UTC,Ingeniero de software
2023/11/13 20:53:53 UTC,tester / qa argentina
2023/11/01 19:30:20 UTC,Axoft S.A.
2023/11/29 20:15:31 UTC,ceo
2023/11/30 20:36:32 UTC,qa analyst
2023/11/01 19:14:08 UTC,Stefanini
2023/10/30 19:25:48 UTC,intellihelp
2023/11/22 21:07:44 UTC,istorming consultoría it
2023/11/13 20:53:53 UTC,Cognizant Technology Solutions
2023/10/23 19:59:30 UTC,Analista de comercio electrónico
2023/11/29 20:50:30 UTC,Big Time Studios}
2023/11/29 20:46:03 UTC,qa apprenticeships
2023/11/23 20:26:08 UTC,qa tester
2023/11/02 20:36:46 UTC,AXOFT ARGENTINA SA (TANGO SOFTWARE)
2023/10/24 20:24:25 UTC,SOLUTIX S.A.
2023/11/01 20:36:16 UTC,iyogi inc
2023/11/24 20:53:37 UTC,sergio faraudo
2023/11/28 19:09:25 UTC,qa tester
2023/11/28 17:56:25 UTC,conpas.net
2023/11/03 20:57:18 UTC,Cider SA
2023/11/22 19:21:58 UTC,qa
2023/11/28 20:51:01 UTC,qa
2023/11/16 20:31:32 UTC,qa tester
2023/10/30 19:31:24 UTC,Leander Games 
2023/10/20 20:43:50 UTC,tester qa
2023/11/29 19:57:13 UTC,fabricio micolini
2023/10/31 18:29:31 UTC,analista qa
2023/11/28 19:16:40 UTC,qa
2023/11/28 19:54:21 UTC,recursos humanos
2023/10/24 20:21:26 UTC,Stefanini
2023/10/31 15:29:55 UTC,cosys global | grupo kelsoft
2023/11/08 20:53:16 UTC,tester / qa argentina
2023/11/15 20:41:00 UTC,Lenox
2023/11/24 19:54:55 UTC,qa
2023/10/31 18:21:32 UTC,hexacta
2023/10/31 18:19:29 UTC,Aliantec
2023/11/13 20:54:46 UTC,lenox
2023/11/28 18:18:09 UTC,cosys global | grupo kelsoft
2023/10/24 19:53:45 UTC,tester / qa
2023/11/16 19:30:03 UTC,qa
2023/11/21 21:01:49 UTC,qa tester
2023/11/22 21:07:45 UTC,qa
2023/10/24 19:51:52 UTC,analista qa
2023/11/27 19:04:52 UTC,qa
2023/11/09 19:09:05 UTC,comparto cv
2023/11/02 20:26:33 UTC,qa tester
2023/10/30 19:55:16 UTC,ITPS
2023/10/24 20:24:56 UTC,kpmg argentinakpmg argentina
2023/11/30 20:23:09 UTC,webexport
2023/11/08 20:53:17 UTC,qa tester
2023/11/23 20:12:03 UTC,cosys global | grupo kelsoft
2023/11/15 20:41:20 UTC,cognizant technology solutions
2023/11/28 20:51:01 UTC,webexport
2023/11/23 20:26:08 UTC,qa
2023/11/08 20:53:22 UTC,cider sa
2023/11/16 20:29:17 UTC,qa
2023/11/15 18:25:29 UTC,cognizant technology solutions
2023/10/24 19:51:53 UTC,tester qa
2023/11/30 20:17:43 UTC,Fabricio Micolini
2023/11/02 20:42:53 UTC,CEO
2023/11/16 20:29:19 UTC,qa tester
2023/10/31 17:53:28 UTC,desarrollador
2023/11/23 19:45:24 UTC,qa
2023/11/24 20:55:55 UTC,gastón gimenez
2023/11/08 20:53:22 UTC,qa tester
2023/11/27 19:08:10 UTC,webexport
2023/11/27 19:08:10 UTC,qa apprenticeships
2023/11/21 19:18:40 UTC,qa tester
2023/10/31 17:48:14 UTC,comparto cv
2023/10/30 19:25:59 UTC,WITBOR ARGENTINA S.R.L.
2023/11/08 20:34:00 UTC,Axiom
2023/11/29 20:11:17 UTC,webexport
2023/11/22 19:01:11 UTC,qa tester
2023/10/25 20:39:37 UTC,asj servicios
2023/10/25 20:28:06 UTC,ceo
2023/10/30 20:57:55 UTC,byb consultores
2023/11/29 19:57:13 UTC,qa tester
2023/11/06 20:38:33 UTC,Jobzem
2023/10/31 15:37:24 UTC,ITPS
2023/11/02 20:43:46 UTC,cider sa
2023/11/29 20:52:16 UTC,qa apprenticeships
2023/11/29 20:05:51 UTC,qa tester
2023/11/28 20:51:01 UTC,istorming consultoría it
2023/11/21 19:28:08 UTC,qa tester
2023/11/29 20:03:41 UTC,qa tester
2023/11/09 19:14:54 UTC,Consultor
2023/11/01 19:35:02 UTC,analista qa
2023/11/09 19:42:38 UTC,webexport
2023/11/23 20:28:03 UTC,Fabricio Micolini
2023/11/16 20:00:58 UTC,cognizant technology solutions
2023/11/06 20:11:40 UTC,cider sa
2023/10/31 17:57:22 UTC,mobile computing
2023/10/31 18:18:00 UTC,Axiom
2023/11/22 19:01:11 UTC,qa tester
2023/11/16 19:26:42 UTC,qa
2023/11/09 19:13:46 UTC,qa tester
2023/10/30 19:48:19 UTC,huenei it services
2023/10/31 17:56:00 UTC,alions
2023/10/30 19:26:30 UTC,witbor argentina s.r.l.
2023/11/02 20:24:34 UTC,webexport
2023/11/08 20:19:18 UTC,qa tester
2023/11/29 19:57:43 UTC,qa apprenticeships
2023/10/30 20:39:22 UTC,bairesdev
2023/11/01 18:56:20 UTC,compudevmemb
2023/11/08 20:19:09 UTC,qa tester
2023/11/22 19:17:08 UTC,qa apprenticeships
2023/11/30 21:03:51 UTC,Fabricio Micolini
2023/10/23 19:40:00 UTC,analista qa
2023/11/21 21:09:22 UTC,istorming consultoría it
2023/10/25 20:52:41 UTC,tester qa
2023/10/23 19:42:27 UTC,proyect
2023/11/13 20:58:09 UTC,qa tester
2023/11/15 20:41:20 UTC,cider sa
2023/11/23 19:53:49 UTC,Analista de aseguramiento de la calidad de software
2023/11/28 18:44:17 UTC,qa
2023/11/28 19:23:02 UTC,recuros humanos
2023/11/29 20:08:17 UTC,qa tester
2023/11/29 19:57:43 UTC,qa
2023/10/23 19:58:26 UTC,technical recruiter
2023/11/23 20:07:59 UTC,werben hr
2023/11/01 20:38:45 UTC,qa tester
2023/11/02 20:50:39 UTC,Administrador de aplicaciones
2023/11/14 20:57:09 UTC,lenox
2023/10/20 20:44:38 UTC,Ingeniero de software
2023/11/23 19:53:49 UTC,fabricio micolini
2023/10/19 20:34:05 UTC,analista qa
2023/11/24 19:41:33 UTC,qa
2023/10/26 19:44:20 UTC,eudaimonia group
2023/11/21 19:14:28 UTC,qa tester
2023/11/14 20:57:24 UTC,qa tester
2023/11/06 20:12:24 UTC,cider sa
2023/11/02 20:26:02 UTC,onetree
2023/10/19 21:17:36 UTC,daniela elvira
2023/11/23 20:50:09 UTC,istorming consultoría it
2023/11/01 19:34:51 UTC,secretaría de innovación y transformación digital 
2023/11/01 20:45:55 UTC,Lenox
2023/11/30 20:17:43 UTC,qa
2023/10/31 18:29:31 UTC,qa tester
2023/11/29 20:52:16 UTC,qa apprenticeships
2023/11/09 20:10:25 UTC,nubi
2023/11/21 19:21:32 UTC,qa
2023/11/21 21:02:12 UTC,qa tester
2023/10/30 20:54:24 UTC,morena caparrós
2023/11/22 20:45:12 UTC,gabriela soledad fernandez
2023/11/13 20:53:38 UTC,cosys global | grupo kelsoft
2023/11/22 19:11:49 UTC,Istorming Consultoría IT
2023/11/29 20:46:03 UTC,qa tester
2023/10/31 18:08:48 UTC,Compudevmemb
2023/10/23 18:55:22 UTC,comparto cv
2023/11/29 20:55:15 UTC,hexacta
2023/11/01 19:12:49 UTC,analista qa
2023/10/31 18:31:44 UTC,Huenei IT Services
2023/11/27 19:04:38 UTC,qa
2023/11/28 17:34:05 UTC,Intertron
2023/11/16 19:31:05 UTC,qa tester
2023/11/13 20:55:20 UTC,lenox
2023/10/26 18:45:13 UTC,comparto cv
2023/10/20 19:44:26 UTC,Analista de aseguramiento de la calidad de software
2023/10/23 19:08:18 UTC,Confidencial
2023/11/15 20:43:30 UTC,qa tester
2023/11/02 20:35:50 UTC,Symphony Solutions
2023/11/16 19:27:12 UTC,qa tester
2023/11/21 21:04:41 UTC,qa
2023/10/31 18:21:56 UTC,alions
2023/11/01 20:38:45 UTC,Cider SA
2023/10/30 20:50:39 UTC,SOLUTIX S.A.
2023/10/24 19:55:37 UTC,recursos humanos
2023/11/21 19:02:32 UTC,qa tester
2023/11/16 19:27:05 UTC,qa
2023/11/01 19:12:45 UTC,qa tester
